pert,target_var,pct_change,status,knockdown_ok
GLI4,GLI4,-72.55511474609375,ok,True
GLMN,GLMN,-93.13784790039062,ok,True
GLRX3,GLRX3,-86.8344955444336,ok,True
GLRX5,GLRX5,-93.1083755493164,ok,True
GMPPB,GMPPB,-90.5044174194336,ok,True
GMPS,GMPS,-87.8720474243164,ok,True
GNB1L,GNB1L,-92.85015869140625,ok,True
GNL2,GNL2,-89.9920883178711,ok,True
GNL3,GNL3,-85.9334487915039,ok,True
GNL3L,GNL3L,-94.2581787109375,ok,True
GNPNAT1,GNPNAT1,-86.3025894165039,ok,True
GOLGA6L1,,,target_not_measured,False
GOLT1B,GOLT1B,-84.02240753173828,ok,True
GON4L,GON4L,-46.23162841796875,ok,True
GOSR2,GOSR2,-79.84181213378906,ok,True
GPKOW,GPKOW,-84.1329574584961,ok,True
GPN1,GPN1,-77.7507095336914,ok,True
GPN2,GPN2,-83.14242553710938,ok,True
GPN3,GPN3,-90.78163146972656,ok,True
GPR61,,,target_not_measured,False
GPS1,GPS1,-79.73074340820312,ok,True
GRB2,GRB2,-23.707199096679688,ok,False
GRPEL1,GRPEL1,-76.43470001220703,ok,True
GRSF1,GRSF1,-86.05128479003906,ok,True
GRWD1,GRWD1,-84.89410400390625,ok,True
GSDMA,,,target_not_measured,False
GSPT1,GSPT1,-88.74205017089844,ok,True
GTF2A1,GTF2A1,-80.68197631835938,ok,True
GTF2A2,GTF2A2,-92.00727844238281,ok,True
GTF2B,GTF2B,-97.36190795898438,ok,True
GTF2E1,GTF2E1,-85.64209747314453,ok,True
GTF2E2,GTF2E2,-98.62938690185547,ok,True
GTF2F1,GTF2F1,-89.8031997680664,ok,True
GTF2F2,GTF2F2,-93.01295471191406,ok,True
GTF2H1,GTF2H1,-84.40149688720703,ok,True
GTF2H2,GTF2H2,-85.03810119628906,ok,True
GTF2H2C,GTF2H2C,-94.75492858886719,ok,True
GTF2H3,GTF2H3,-93.35992431640625,ok,True
GTF2H4,GTF2H4,-81.72003173828125,ok,True
GTF3A,GTF3A,-94.85472869873047,ok,True
GTF3C1,GTF3C1,-93.49247741699219,ok,True
GTF3C2,GTF3C2,-92.44271087646484,ok,True
GTF3C3,GTF3C3,-95.94255065917969,ok,True
GTF3C4,GTF3C4,-42.09731674194336,ok,True
GTF3C5,GTF3C5,-87.91029357910156,ok,True
GTF3C6,GTF3C6,-92.73292541503906,ok,True
GTPBP4,GTPBP4,-79.38044738769531,ok,True
GUCD1,GUCD1,-37.17280960083008,ok,True
GUK1,GUK1,-84.33235168457031,ok,True
H2AFX,H2AFX,-84.41590881347656,ok,True
H2AFZ,H2AFZ,-93.71015167236328,ok,True
H3F3A,H3F3A,-76.05296325683594,ok,True
HAMP,,,target_not_measured,False
HAPLN2,,,target_not_measured,False
HARS,HARS,-87.50283813476562,ok,True
HARS2,HARS2,-100.0,ok,True
HAUS1,HAUS1,-86.51435089111328,ok,True
HAUS3,HAUS3,-79.2919692993164,ok,True
HAUS4,HAUS4,-96.85037231445312,ok,True
HAUS5,HAUS5,-79.84691619873047,ok,True
HAUS6,HAUS6,-81.84822845458984,ok,True
HAUS7,,,target_not_measured,False
HAUS8,HAUS8,-75.64271545410156,ok,True
HBS1L,HBS1L,-84.29499053955078,ok,True
HCFC1,HCFC1,-39.17308807373047,ok,True
HCRTR1,,,target_not_measured,False
HDAC3,HDAC3,-79.60160827636719,ok,True
HDAC7,HDAC7,-63.34602355957031,ok,True
HEATR1,HEATR1,-94.36259460449219,ok,True
HECTD1,HECTD1,-89.81986236572266,ok,True
HGS,HGS,-94.20822143554688,ok,True
HINFP,HINFP,-90.60843658447266,ok,True
HIRA,HIRA,-54.180503845214844,ok,True
HIST1H2AB,,,target_not_measured,False
HIST1H2AE,HIST1H2AE,-80.24622344970703,ok,True
HIST1H2AI,,,target_not_measured,False
HIST1H2BB,,,target_not_measured,False
HIST1H2BC,HIST1H2BC,-91.70101928710938,ok,True
HIST1H2BE,,,target_not_measured,False
HIST1H2BJ,HIST1H2BJ,-79.65872955322266,ok,True
HIST1H2BL,,,target_not_measured,False
HIST1H2BM,,,target_not_measured,False
HIST1H2BN,HIST1H2BN,-89.04314422607422,ok,True
HIST2H2AA3,,,target_not_measured,False
HIST2H2AC,HIST2H2AC,-44.70704650878906,ok,True
HIST2H2BE,,,target_not_measured,False
HIST2H2BF,,,target_not_measured,False
HIST2H3A,,,target_not_measured,False
HIST2H3D,,,target_not_measured,False
HJURP,HJURP,-95.94992065429688,ok,True
HLA-C,HLA-C,36.69874954223633,ok,False
HMGA1,HMGA1,-90.66212463378906,ok,True
HMGB1,HMGB1,-11.731621742248535,ok,False
HMGCR,HMGCR,-92.42131805419922,ok,True
HMGCS1,HMGCS1,-89.63960266113281,ok,True
HMGN2,HMGN2,-81.468017578125,ok,True
HNRNPC,HNRNPC,-83.12737274169922,ok,True
HNRNPH1,HNRNPH1,-69.20155334472656,ok,True
HNRNPL,HNRNPL,-68.27532958984375,ok,True
HNRNPM,HNRNPM,-55.65302276611328,ok,True
HNRNPR,HNRNPR,-92.52981567382812,ok,True
HNRNPU,HNRNPU,-73.428466796875,ok,True
HOXC10,HOXC10,-82.35979461669922,ok,True
HS6ST1,,,target_not_measured,False
HSCB,HSCB,-96.05732727050781,ok,True
HSD17B12,HSD17B12,-92.621337890625,ok,True
HSF1,HSF1,-47.2744255065918,ok,True
HSP90B1,HSP90B1,-92.90798950195312,ok,True
HSPA5,HSPA5,-62.66982650756836,ok,True
HSPA8,HSPA8,-70.70081329345703,ok,True
HSPA9,HSPA9,-92.4743423461914,ok,True
HSPA14,HSPA14_ENSG00000284024,-88.90127563476562,ok,True
HSPD1,HSPD1,-78.61708068847656,ok,True
HTATSF1,HTATSF1,-65.34394836425781,ok,True
HUS1,HUS1,-93.96814727783203,ok,True
HUWE1,HUWE1,-86.40814208984375,ok,True
HYOU1,HYOU1,-96.31847381591797,ok,True
HYPK,,,target_not_measured,False
IARS,IARS,-90.9461898803711,ok,True
IARS2,IARS2,-89.54259490966797,ok,True
ICE1,ICE1,-66.71453857421875,ok,True
IFITM2,IFITM2,-96.9373779296875,ok,True
IGBP1,IGBP1,-79.484619140625,ok,True
IK,IK,-41.91032791137695,ok,True
ILF2,ILF2,-94.16159057617188,ok,True
ILF3,ILF3,-92.70906829833984,ok,True
IMP4,IMP4,-90.72392272949219,ok,True
IMPDH2,IMPDH2,-95.4312973022461,ok,True
INCENP,INCENP,-50.52327346801758,ok,True
ING3,ING3,-70.87158966064453,ok,True
INO80,INO80,-79.2708511352539,ok,True
INO80B,INO80B,-93.65218353271484,ok,True
INTS1,INTS1,-74.0246353149414,ok,True
INTS2,INTS2,-96.93131256103516,ok,True
INTS3,INTS3,-88.45756530761719,ok,True
INTS4,INTS4,-88.14049530029297,ok,True
INTS5,INTS5,-90.73454284667969,ok,True
INTS6,INTS6,-69.00579833984375,ok,True
INTS7,INTS7,-97.42947387695312,ok,True
INTS8,INTS8,-85.12258911132812,ok,True
INTS9,INTS9,-86.60018157958984,ok,True
IPO7,IPO7,-91.8401107788086,ok,True
IPO9,IPO9,-92.40054321289062,ok,True
IPO11,IPO11,-79.2140884399414,ok,True
IPO13,IPO13,-100.0,ok,True
ISCA2,ISCA2,-89.10648345947266,ok,True
ISCU,ISCU,-60.98756790161133,ok,True
ISG20L2,ISG20L2,-98.12862396240234,ok,True
ISY1,ISY1,-67.78849029541016,ok,True
JAZF1,,,target_not_measured,False
JMJD6,JMJD6,-83.4437026977539,ok,True
KANSL1,KANSL1,-72.60648345947266,ok,True
KANSL2,KANSL2,-86.9410400390625,ok,True
KANSL3,KANSL3,-92.60603332519531,ok,True
KARS,KARS,-77.82450103759766,ok,True
KAT5,KAT5,-66.63966369628906,ok,True
KAT8,KAT8,-69.36149597167969,ok,True
KATNB1,KATNB1,-85.36495208740234,ok,True
KCMF1,KCMF1,-71.20101928710938,ok,True
KCNA10,,,target_not_measured,False
KCTD10,KCTD10,-93.9791030883789,ok,True
KDM2A,KDM2A,-27.490079879760742,ok,True
KDM8,,,target_not_measured,False
KIAA1143,KIAA1143,-88.82369232177734,ok,True
KIF4A,KIF4A,-95.12198638916016,ok,True
KIF11,KIF11,-42.63665771484375,ok,True
KIF14,KIF14,-87.61746978759766,ok,True
KIF18A,KIF18A,-100.0,ok,True
KIF18B,KIF18B,-95.97572326660156,ok,True
KIF20A,KIF20A,-95.89739990234375,ok,True
KIF23,KIF23,-48.5247802734375,ok,True
KIN,KIN,-81.48603820800781,ok,True
KLC2,KLC2,-87.3332290649414,ok,True
KLF7,,,target_not_measured,False
KLHL11,,,target_not_measured,False
KPNA6,KPNA6,-97.07977294921875,ok,True
KPNB1,KPNB1,-65.25286102294922,ok,True
KRI1,KRI1,-95.20123291015625,ok,True
KRR1,KRR1,-90.73138427734375,ok,True
KRT8,KRT8,-55.24687194824219,ok,True
KRT10,KRT10,-57.88508224487305,ok,True
KRT17,,,target_not_measured,False
KRTAP4-2,,,target_not_measured,False
KRTAP4-7,,,target_not_measured,False
KTI12,KTI12,-82.94271850585938,ok,True
KXD1,KXD1,-87.1256103515625,ok,True
LAMTOR2,LAMTOR2,-97.63785552978516,ok,True
LAMTOR3,LAMTOR3,-97.85640716552734,ok,True
LAMTOR4,LAMTOR4,-95.00653076171875,ok,True
LARS,LARS,-88.05132293701172,ok,True
LARS2,LARS2,-96.73485565185547,ok,True
LAS1L,LAS1L,-89.23938751220703,ok,True
LCE1C,,,target_not_measured,False
LCE1E,,,target_not_measured,False
LCN10,,,target_not_measured,False
LENG8,LENG8,-81.29827117919922,ok,True
LETM1,LETM1,-85.09832000732422,ok,True
LIMS1,LIMS1,-37.58349609375,ok,True
LIN54,LIN54,-51.78960418701172,ok,True
LONP1,LONP1,-84.24097442626953,ok,True
LPA,,,target_not_measured,False
LRPPRC,LRPPRC,-91.4223403930664,ok,True
LRR1,LRR1,-76.7166976928711,ok,True
LRRC37A3,,,target_not_measured,False
LRRC37B,,,target_not_measured,False
LSG1,LSG1,-86.76656341552734,ok,True
LSM2,LSM2,-83.5987548828125,ok,True
LSM3,LSM3,-90.85833740234375,ok,True
LSM4,LSM4,-84.12199401855469,ok,True
LSM5,LSM5,-77.20063018798828,ok,True
LSM6,LSM6,-92.15586853027344,ok,True
LSM7,LSM7,-88.83992767333984,ok,True
LSM10,LSM10,-95.52897644042969,ok,True
LSM11,,,target_not_measured,False
LSM12,LSM12,-81.8089370727539,ok,True
LST1,LST1,-83.0401382446289,ok,True
LTB4R2,,,target_not_measured,False
LTBP3,,,target_not_measured,False
LTV1,LTV1,-81.3553695678711,ok,True
LUC7L3,LUC7L3,-89.37869262695312,ok,True
LURAP1,,,target_not_measured,False
LYRM4,LYRM4,-71.50067138671875,ok,True
MAD2L1,MAD2L1,-79.51165771484375,ok,True
MAD2L2,MAD2L2,-90.0711669921875,ok,True
MAGOH,MAGOH,-77.01587677001953,ok,True
MAK16,MAK16,-82.4682846069336,ok,True
MANF,MANF,-96.70622253417969,ok,True
MARS,MARS,-91.25733184814453,ok,True
MARS2,MARS2,-93.447265625,ok,True
MASTL,MASTL,-67.34394836425781,ok,True
MAT2A,MAT2A,-79.98091888427734,ok,True
MAU2,MAU2,-72.28536987304688,ok,True
MAX,MAX,-74.8435287475586,ok,True
MBTPS1,MBTPS1,-85.6640396118164,ok,True
MBTPS2,MBTPS2,-99.99999237060547,ok,True
MCL1,MCL1,-59.62674331665039,ok,True
MCM2,MCM2,-92.57510375976562,ok,True
MCM3,MCM3,-91.33399963378906,ok,True
MCM3AP,MCM3AP,-94.37886810302734,ok,True
MCM4,MCM4,-87.01433563232422,ok,True
MCM5,MCM5,-83.48892211914062,ok,True
MCM6,MCM6,-88.50489807128906,ok,True
MCM7,MCM7,-80.196533203125,ok,True
MCM10,MCM10,-83.67514038085938,ok,True
MCMBP,MCMBP,-95.80584716796875,ok,True
MCRS1,MCRS1,-64.25039672851562,ok,True
MDN1,MDN1,-88.13261413574219,ok,True
MED1,MED1,-89.93218231201172,ok,True
MED4,MED4,-86.48927307128906,ok,True
MED6,MED6,-88.95777893066406,ok,True
MED7,MED7,-87.63690948486328,ok,True
MED8,MED8,-80.22977447509766,ok,True
MED9,,,target_not_measured,False
MED10,MED10,-87.76618957519531,ok,True
MED11,MED11,-83.65644073486328,ok,True
MED12,MED12,-94.09539031982422,ok,True
MED14,MED14,-85.06331634521484,ok,True
MED17,MED17,-84.0195083618164,ok,True
MED19,MED19,-84.1181869506836,ok,True
MED20,MED20,-82.26667022705078,ok,True
MED21,MED21,-94.24897766113281,ok,True
MED22,MED22,-81.12506103515625,ok,True
MED26,MED26,-69.28636169433594,ok,True
MED28,MED28,-92.41224670410156,ok,True
MED29,MED29,-68.50725555419922,ok,True
MED30,MED30,-91.46285247802734,ok,True
MED31,MED31,-74.72294616699219,ok,True
MEPCE,MEPCE,-39.818660736083984,ok,True
METAP1,METAP1,-85.40170288085938,ok,True
METAP2,METAP2,-90.57875061035156,ok,True
METTL1,METTL1,-82.29666900634766,ok,True
METTL3,METTL3,-87.95365142822266,ok,True
METTL14,METTL14,-85.43240356445312,ok,True
METTL16,METTL16,-100.0,ok,True
METTL17,METTL17,-90.47383117675781,ok,True
METTL23,METTL23,-58.16514587402344,ok,True
MEX3A,MEX3A,-89.70932006835938,ok,True
MFAP1,MFAP1,-79.70135498046875,ok,True
MFN2,MFN2,-16.429969787597656,ok,False
MICOS10,MICOS10,-93.20886993408203,ok,True
MIOS,MIOS,-93.78530883789062,ok,True
MIPEP,MIPEP,-100.0,ok,True
MIS12,MIS12,-89.78929901123047,ok,True
MIS18A,MIS18A,-91.02594757080078,ok,True
MIS18BP1,MIS18BP1,-92.57661437988281,ok,True
MKRN1,MKRN1,-22.987268447875977,ok,False
MLST8,MLST8,-77.49539184570312,ok,True
MMGT1,MMGT1,-77.65644836425781,ok,True
MMS19,MMS19,-98.39859008789062,ok,True
MMS22L,MMS22L,-89.813720703125,ok,True
MNAT1,MNAT1,-86.97884368896484,ok,True
MOB4,MOB4,-85.0381851196289,ok,True
MOCS3,MOCS3,-66.57563018798828,ok,True
MOG,,,target_not_measured,False
MOK,,,target_not_measured,False
MPHOSPH10,MPHOSPH10,-91.28826141357422,ok,True
MRGBP,MRGBP,-87.3133773803711,ok,True
MRPL1,MRPL1,-91.05574035644531,ok,True
MRPL2,MRPL2,-90.58342742919922,ok,True
MRPL3,MRPL3,-89.37249755859375,ok,True
MRPL4,MRPL4,-94.45391845703125,ok,True
MRPL9,MRPL9,-84.72147369384766,ok,True
MRPL10,MRPL10,-89.35559844970703,ok,True
MRPL13,MRPL13,-91.04670715332031,ok,True
MRPL14,MRPL14,-92.74676513671875,ok,True
MRPL15,MRPL15,-90.94366455078125,ok,True
MRPL16,MRPL16,-93.83324432373047,ok,True
MRPL17,MRPL17,-95.87915802001953,ok,True
MRPL18,MRPL18,-85.66929626464844,ok,True
MRPL19,MRPL19,-92.97178649902344,ok,True
MRPL20,MRPL20,-85.65185546875,ok,True
MRPL22,MRPL22,-95.58073425292969,ok,True
MRPL24,MRPL24,-90.3954849243164,ok,True
MRPL27,MRPL27,-91.1343002319336,ok,True
MRPL28,MRPL28,-87.31120300292969,ok,True
MRPL32,MRPL32,-93.86217498779297,ok,True
MRPL33,MRPL33,-85.70562744140625,ok,True
MRPL35,MRPL35,-93.22174835205078,ok,True
MRPL36,MRPL36,-91.36620330810547,ok,True
MRPL37,MRPL37,-94.1630859375,ok,True
MRPL38,MRPL38,-90.52790069580078,ok,True
MRPL39,MRPL39,-95.2545166015625,ok,True
MRPL41,MRPL41,-95.79096221923828,ok,True
MRPL43,MRPL43,-91.23622131347656,ok,True
MRPL44,MRPL44,-92.14203643798828,ok,True
MRPL45,MRPL45,-77.5704574584961,ok,True
MRPL49,MRPL49,-81.51869201660156,ok,True
MRPL50,MRPL50,-88.37608337402344,ok,True
MRPL51,MRPL51,-94.07044219970703,ok,True
MRPL53,,,target_not_measured,False
MRPL54,MRPL54,-84.96620178222656,ok,True
MRPL55,MRPL55,-92.26296997070312,ok,True
MRPS2,MRPS2,-84.87274932861328,ok,True
MRPS5,MRPS5,-91.3670883178711,ok,True
MRPS6,MRPS6,-88.24107360839844,ok,True
MRPS7,MRPS7,-90.916015625,ok,True
MRPS9,MRPS9,-89.76201629638672,ok,True
MRPS10,MRPS10,-85.83975219726562,ok,True
MRPS11,MRPS11,-94.87175750732422,ok,True
MRPS12,MRPS12,-92.38668060302734,ok,True
MRPS14,MRPS14,-90.28837585449219,ok,True
MRPS16,MRPS16,-97.02344512939453,ok,True
MRPS18A,MRPS18A,-83.55061340332031,ok,True
MRPS18B,MRPS18B,-87.39202880859375,ok,True
MRPS21,MRPS21,-94.2737045288086,ok,True
MRPS22,MRPS22,-89.4273910522461,ok,True
MRPS23,MRPS23,-96.5240249633789,ok,True
MRPS24,MRPS24,-93.54342651367188,ok,True
MRPS25,MRPS25,-97.28057861328125,ok,True
MRPS26,MRPS26,-94.99815368652344,ok,True
MRPS27,MRPS27,-94.22611236572266,ok,True
MRPS28,MRPS28,-86.54204559326172,ok,True
MRPS31,MRPS31,-91.40006256103516,ok,True
MRPS34,MRPS34,-92.27759552001953,ok,True
MRPS35,MRPS35,-93.38105010986328,ok,True
MRTO4,MRTO4,-78.49253845214844,ok,True
MSRB1,MSRB1,-93.22102355957031,ok,True
MST1,,,target_not_measured,False
MSTO1,MSTO1,-50.438602447509766,ok,True
MT2A,MT2A,-91.35334014892578,ok,True
MTBP,MTBP,-69.87922668457031,ok,True
MTG2,MTG2,-57.54471206665039,ok,True
MTOR,MTOR,-85.69702911376953,ok,True
MTPAP,MTPAP,-85.96619415283203,ok,True
MTRNR2L1,,,target_not_measured,False
MVD,MVD,-95.74337005615234,ok,True
MVK,MVK,-85.56915283203125,ok,True
MYBBP1A,MYBBP1A,-94.87488555908203,ok,True
MYBL2,MYBL2,-80.79166412353516,ok,True
MYC,MYC,-26.888587951660156,ok,True
MYCBP,MYCBP,-86.24378204345703,ok,True
MYO1H,,,target_not_measured,False
MZF1,MZF1,-78.42691802978516,ok,True
MZT1,MZT1,-91.25958251953125,ok,True
N6AMT1,N6AMT1,-84.2803726196289,ok,True
NAA10,NAA10,-89.5605239868164,ok,True
NAA15,NAA15,-88.08081817626953,ok,True
NAA20,NAA20,-88.67143249511719,ok,True
NAA25,NAA25,-89.16632080078125,ok,True
NAA35,NAA35,-87.95919799804688,ok,True
NAA38,NAA38,-21.524337768554688,ok,False
NAA50,NAA50,-83.91256713867188,ok,True
NACA,NACA,-90.91961669921875,ok,True
NAE1,NAE1,-96.61885833740234,ok,True
NAF1,NAF1,-81.32511901855469,ok,True
NAGLU,NAGLU,-79.32919311523438,ok,True
NANOG,,,target_not_measured,False
NAPG,NAPG,-82.52787017822266,ok,True
NARS,NARS,-84.33467864990234,ok,True
NASP,NASP,-80.73069763183594,ok,True
NAT10,NAT10,-91.92123413085938,ok,True
NBAS,NBAS,-84.7996597290039,ok,True
NBEAL1,NBEAL1,-35.888816833496094,ok,True
NBPF3,,,target_not_measured,False
NBPF12,,,target_not_measured,False
NBPF15,,,target_not_measured,False
NCAPD2,NCAPD2,-76.7593994140625,ok,True
NCAPD3,NCAPD3,-91.94718170166016,ok,True
NCAPG,NCAPG,-87.703857421875,ok,True
NCAPG2,NCAPG2,-95.05674743652344,ok,True
NCAPH,NCAPH,-91.4538803100586,ok,True
NCAPH2,NCAPH2,-89.40625762939453,ok,True
NCBP1,NCBP1,-79.0325927734375,ok,True
NCBP2,NCBP2,-69.28804016113281,ok,True
NCKAP1,NCKAP1,-85.34578704833984,ok,True
NCL,NCL,-66.552490234375,ok,True
NCOA4,NCOA4,-31.978342056274414,ok,True
NDC1,NDC1,-76.03153228759766,ok,True
NDC80,NDC80,-68.725341796875,ok,True
NDOR1,,,target_not_measured,False
NDUFA2,NDUFA2,-66.09595489501953,ok,True
NDUFA4,NDUFA4,-97.39669799804688,ok,True
NDUFA6,NDUFA6,-94.3644027709961,ok,True
NDUFA8,NDUFA8,-90.48282623291016,ok,True
NDUFA11,NDUFA11,-93.32881927490234,ok,True
NDUFAB1,NDUFAB1,-89.90968322753906,ok,True
NDUFAF3,NDUFAF3,-92.63327026367188,ok,True
NDUFB3,NDUFB3,-87.15400695800781,ok,True
NDUFB4,NDUFB4,-93.79176330566406,ok,True
NDUFB6,NDUFB6,-93.12483978271484,ok,True
NDUFB7,NDUFB7,-90.98304748535156,ok,True
NDUFB8,NDUFB8,-95.92427825927734,ok,True
NDUFB10,NDUFB10,-96.29124450683594,ok,True
NDUFS3,NDUFS3,-86.9127197265625,ok,True
NDUFS5,NDUFS5,-74.37852478027344,ok,True
NEDD1,NEDD1,-73.14010620117188,ok,True
NEDD8,NEDD8,-94.82860565185547,ok,True
NELFA,NELFA,-88.34187316894531,ok,True
NELFB,NELFB,-83.00774383544922,ok,True
NELFCD,NELFCD,-89.5475082397461,ok,True
NELFE,NELFE,-87.65239715576172,ok,True
NEMF,NEMF,-98.25437927246094,ok,True
NEPRO,NEPRO,-100.0,ok,True
NFATC2IP,NFATC2IP,-87.04884338378906,ok,True
NFKBIE,,,target_not_measured,False
NFRKB,NFRKB,-92.6144790649414,ok,True
NFS1,NFS1,-71.06787109375,ok,True
NHLRC2,NHLRC2,-97.5922622680664,ok,True
NHP2,NHP2,-88.11056518554688,ok,True
NIFK,NIFK,-91.58484649658203,ok,True
NIP7,NIP7,-85.12462615966797,ok,True
NISCH,NISCH,-87.93780517578125,ok,True
NKAP,NKAP,-83.185546875,ok,True
NLE1,NLE1,-90.01670837402344,ok,True
NMD3,NMD3,-80.56844329833984,ok,True
NOB1,NOB1,-85.69039154052734,ok,True
NOC3L,NOC3L,-81.93956756591797,ok,True
NOC4L,NOC4L,-92.2137451171875,ok,True
NOL6,NOL6,-67.88719940185547,ok,True
NOL7,NOL7,-78.82984161376953,ok,True
NOL8,NOL8,-93.1794204711914,ok,True
NOL9,NOL9,-95.78530883789062,ok,True
NOL11,NOL11,-86.96575164794922,ok,True
NOL12,NOL12,-84.07264709472656,ok,True
NOLC1,NOLC1,-95.34651947021484,ok,True
NOM1,NOM1,-79.58417510986328,ok,True
NOMO3,,,target_not_measured,False
NOP2,NOP2,-92.01122283935547,ok,True
NOP9,NOP9,-65.83433532714844,ok,True
NOP10,NOP10,-93.14747619628906,ok,True
NOP14,NOP14,-84.40315246582031,ok,True
NOP16,NOP16,-89.61932373046875,ok,True
NOP56,NOP56,-7.568160057067871,ok,False
NOP58,NOP58,-83.552490234375,ok,True
NOS1AP,,,target_not_measured,False
NPB,,,target_not_measured,False
NPEPPS,NPEPPS,-16.1031551361084,ok,False
NPLOC4,NPLOC4,-74.75006103515625,ok,True
NPM3,NPM3,-94.52314758300781,ok,True
NR2C2AP,NR2C2AP,-57.126426696777344,ok,True
NRBP1,NRBP1,-94.97367858886719,ok,True
NRDE2,NRDE2,-94.03787994384766,ok,True
NRF1,,,target_not_measured,False
NSA2,NSA2,-78.52681732177734,ok,True
NSF,NSF,-75.15068817138672,ok,True
NSL1,NSL1,-81.59359741210938,ok,True
NSMCE1,NSMCE1,-96.66551208496094,ok,True
NSMCE2,NSMCE2,-88.64595031738281,ok,True
NSRP1,NSRP1,-68.3470687866211,ok,True
NSUN4,NSUN4,-91.27388000488281,ok,True
NUBP1,NUBP1,-81.08824157714844,ok,True
NUBP2,NUBP2,-88.03671264648438,ok,True
NUDC,NUDC,-94.81285858154297,ok,True
NUDCD3,NUDCD3,-92.43011474609375,ok,True
NUDT21,NUDT21,-83.10897827148438,ok,True
NUF2,NUF2,-67.79328155517578,ok,True
NUFIP1,NUFIP1,-84.18029022216797,ok,True
NUMA1,NUMA1,-45.85557556152344,ok,True
NUP35,NUP35,-93.15985870361328,ok,True
NUP54,NUP54,-88.54389953613281,ok,True
NUP62,NUP62,-88.35126495361328,ok,True
NUP85,NUP85,-90.9451675415039,ok,True
NUP88,NUP88,-94.20459747314453,ok,True
NUP93,NUP93,-24.167438507080078,ok,False
NUP98,NUP98,-54.83517837524414,ok,True
NUP107,NUP107,-74.70336151123047,ok,True
NUP133,NUP133,-83.36251068115234,ok,True
NUP153,NUP153,-71.69001770019531,ok,True
NUP160,NUP160,-73.8236083984375,ok,True
NUP205,NUP205,-37.17401885986328,ok,True
NUP214,NUP214,-90.6512222290039,ok,True
NUS1,NUS1,-12.75484561920166,ok,False
NUTF2,NUTF2,-72.34709167480469,ok,True
NVL,NVL,-91.92445373535156,ok,True
NXF1,NXF1,-10.219199180603027,ok,False
OGFOD1,OGFOD1,-83.72875213623047,ok,True
OGT,OGT,-100.0,ok,True
OIP5,OIP5,-88.4733657836914,ok,True
OLFML3,,,target_not_measured,False
OPA1,OPA1,-87.90442657470703,ok,True
OR1D2,,,target_not_measured,False
OR1E2,,,target_not_measured,False
OR2A1,,,target_not_measured,False
OR2T5,,,target_not_measured,False
OR2T29,,,target_not_measured,False
OR4F4,,,target_not_measured,False
OR4N2,,,target_not_measured,False
OR7A10,,,target_not_measured,False
OR7A17,,,target_not_measured,False
ORC1,ORC1,-81.86370086669922,ok,True
ORC3,ORC3,-90.60688018798828,ok,True
ORC4,ORC4,-87.2125015258789,ok,True
ORC5,ORC5,-100.0,ok,True
ORC6,ORC6,-76.34271240234375,ok,True
OSBP,OSBP,-70.33553314208984,ok,True
OSGEP,OSGEP,-86.68921661376953,ok,True
OSTC,OSTC,-86.20855712890625,ok,True
OTOP1,,,target_not_measured,False
OTX1,,,target_not_measured,False
OVCA2,,,target_not_measured,False
OXA1L,OXA1L,-89.29398345947266,ok,True
PABPN1,PABPN1,-79.1118392944336,ok,True
PAF1,PAF1,-88.931640625,ok,True
PAFAH1B1,PAFAH1B1,-73.80099487304688,ok,True
PALB2,PALB2,-91.90412139892578,ok,True
PAM16,PAM16,-86.63467407226562,ok,True
PARN,PARN,-89.15615844726562,ok,True
PARS2,PARS2,-100.0,ok,True
PAXBP1,PAXBP1,-88.38182067871094,ok,True
PC,,,target_not_measured,False
PCBP1,PCBP1,-92.5381851196289,ok,True
PCBP2,PCBP2,-52.8258056640625,ok,True
PCF11,PCF11,-60.189815521240234,ok,True
PCID2,PCID2,-54.36581039428711,ok,True
PCNA,PCNA,-77.70221710205078,ok,True
PDAP1,PDAP1,-89.21345520019531,ok,True
PDCD2,PDCD2,-86.7478256225586,ok,True
PDCD5,PDCD5,-92.02507781982422,ok,True
PDCD6,PDCD6,-91.52325439453125,ok,True
PDCD6IP,PDCD6IP,-89.19988250732422,ok,True
PDCD7,PDCD7,-81.50528717041016,ok,True
PDCD11,PDCD11,-96.31145477294922,ok,True
PDPK1,PDPK1,-95.60047912597656,ok,True
PDRG1,PDRG1,-93.66741180419922,ok,True
PEF1,PEF1,-88.5193862915039,ok,True
PELO,PELO,-46.74449157714844,ok,True
PELP1,PELP1,-81.13321685791016,ok,True
PES1,PES1,-82.01569366455078,ok,True
PET117,PET117,-86.6724624633789,ok,True
PEX1,PEX1,-74.9701156616211,ok,True
PFDN1,PFDN1,-90.05115509033203,ok,True
PFDN2,PFDN2,-93.16624450683594,ok,True
PFDN4,PFDN4,-100.0,ok,True
PFDN5,PFDN5,-92.89241027832031,ok,True
PFDN6,PFDN6,-85.83396911621094,ok,True
PFN1,PFN1,-93.67376708984375,ok,True
PGAM1,PGAM1,-94.66148376464844,ok,True
PGD,PGD,-89.74784851074219,ok,True
PGK1,PGK1,-92.01367950439453,ok,True
PGPEP1,PGPEP1,-96.0910873413086,ok,True
PGS1,PGS1,-94.87907409667969,ok,True
PHAX,PHAX,-54.802799224853516,ok,True
PHB,PHB,-90.36524200439453,ok,True
PHB2,PHB2,-82.27082061767578,ok,True
PHF5A,PHF5A,-71.64017486572266,ok,True
