pert,target_var,pct_change,status,knockdown_ok
PHF12,PHF12,-63.62403869628906,ok,True
PI4KA,PI4KA,-68.7695083618164,ok,True
PIAS4,PIAS4,-38.08716583251953,ok,True
PIGH,PIGH,-93.3656997680664,ok,True
PIK3C3,PIK3C3,-88.64501953125,ok,True
PIK3R4,PIK3R4,-88.59941864013672,ok,True
PKM,PKM,-42.37394714355469,ok,True
PKMYT1,PKMYT1,-90.22974395751953,ok,True
PLA2G10,,,target_not_measured,False
PLEKHN1,,,target_not_measured,False
PLK1,PLK1,-58.39714813232422,ok,True
PLK4,PLK4,-100.0,ok,True
PLRG1,PLRG1,-72.3623046875,ok,True
PMF1,PMF1,-96.93721771240234,ok,True
PMPCA,PMPCA,-82.54962158203125,ok,True
PMPCB,PMPCB,-76.82006072998047,ok,True
PNISR,PNISR,-58.87753677368164,ok,True
PNKP,PNKP,-87.83061218261719,ok,True
PNN,PNN,-82.30158233642578,ok,True
PNO1,PNO1,-84.58393859863281,ok,True
PNPT1,PNPT1,-87.32050323486328,ok,True
POGZ,POGZ,-100.0,ok,True
POLA1,POLA1,-66.27449035644531,ok,True
POLA2,POLA2,-76.46488189697266,ok,True
POLD1,POLD1,-91.79132080078125,ok,True
POLD2,POLD2,-86.05608367919922,ok,True
POLD3,POLD3,-90.6273193359375,ok,True
POLE,POLE,-85.81083679199219,ok,True
POLE2,POLE2,-85.65414428710938,ok,True
POLG2,POLG2,-97.37699890136719,ok,True
POLR1A,POLR1A,-80.67533111572266,ok,True
POLR1B,POLR1B,-93.08622741699219,ok,True
POLR1C,POLR1C,-73.30752563476562,ok,True
POLR1E,POLR1E,-89.49305725097656,ok,True
POLR2A,POLR2A,-63.38694763183594,ok,True
POLR2B,POLR2B,-75.51213073730469,ok,True
POLR2C,POLR2C,-67.94432067871094,ok,True
POLR2D,POLR2D,-43.69233322143555,ok,True
POLR2E,POLR2E,-53.487464904785156,ok,True
POLR2F,POLR2F,-75.32386016845703,ok,True
POLR2G,POLR2G,-89.18488311767578,ok,True
POLR2H,POLR2H,-83.28193664550781,ok,True
POLR2I,POLR2I,-82.61903381347656,ok,True
POLR2L,POLR2L,-83.28813171386719,ok,True
POLR3B,POLR3B,-84.1261978149414,ok,True
POLR3C,POLR3C,-89.37702941894531,ok,True
POLR3D,POLR3D,-86.16036987304688,ok,True
POLR3E,POLR3E,-78.25213623046875,ok,True
POLR3F,POLR3F,-77.03389739990234,ok,True
POLR3H,POLR3H,-79.5748062133789,ok,True
POLR3K,POLR3K,-95.55146026611328,ok,True
POLRMT,POLRMT,-94.53221130371094,ok,True
POP1,POP1,-94.5979232788086,ok,True
POP4,POP4,-84.12340545654297,ok,True
POP5,POP5,-80.7515869140625,ok,True
POP7,POP7,-93.94132995605469,ok,True
POTEI,,,target_not_measured,False
POU5F1B,,,target_not_measured,False
PPA1,PPA1,-93.98213195800781,ok,True
PPA2,PPA2,-95.84896850585938,ok,True
PPAN,PPAN,-86.73920440673828,ok,True
PPARGC1B,PPARGC1B,-73.39535522460938,ok,True
PPIA,PPIA,-92.00630950927734,ok,True
PPIE,PPIE,-88.8268051147461,ok,True
PPIH,PPIH,-88.77775573730469,ok,True
PPIL2,PPIL2,-86.34893035888672,ok,True
PPIL4,PPIL4,-92.65888214111328,ok,True
PPME1,PPME1,-92.28563690185547,ok,True
PPP1CA,PPP1CA,-27.81783676147461,ok,True
PPP1CB,PPP1CB,-79.04862976074219,ok,True
PPP1R2,PPP1R2,-87.43547821044922,ok,True
PPP1R7,PPP1R7,-64.09146118164062,ok,True
PPP1R8,PPP1R8,-86.58888244628906,ok,True
PPP1R11,PPP1R11,-78.60340118408203,ok,True
PPP1R12A,PPP1R12A,-62.536529541015625,ok,True
PPP1R15B,PPP1R15B,-82.54637145996094,ok,True
PPP2CA,PPP2CA,-84.14789581298828,ok,True
PPP2R1A,PPP2R1A,-57.880210876464844,ok,True
PPP2R3C,PPP2R3C,-75.63220977783203,ok,True
PPP4C,PPP4C,-87.82868957519531,ok,True
PPP4R2,PPP4R2,-88.03138732910156,ok,True
PPP6C,PPP6C,-82.71969604492188,ok,True
PPRC1,PPRC1,-80.88711547851562,ok,True
PRC1,PRC1,-66.41732025146484,ok,True
PREB,PREB,-93.4380111694336,ok,True
PRELID1,PRELID1,-79.29044342041016,ok,True
PRELID3B,PRELID3B,-85.5827865600586,ok,True
PRIM1,PRIM1,-84.88475036621094,ok,True
PRIM2,PRIM2,-92.02381134033203,ok,True
PRKRA,PRKRA,-76.68534851074219,ok,True
PRKRIP1,PRKRIP1,-0.5277190804481506,ok,False
PRMT1,PRMT1,-80.20532989501953,ok,True
PRMT5,PRMT5,-72.17840576171875,ok,True
PRODH,,,target_not_measured,False
PRORP,PRORP,-94.0678482055664,ok,True
PRPF3,PRPF3,-79.88932037353516,ok,True
PRPF4,PRPF4,-82.70777893066406,ok,True
PRPF4B,PRPF4B,-83.6505355834961,ok,True
PRPF6,PRPF6,-62.267845153808594,ok,True
PRPF8,PRPF8,-65.5121078491211,ok,True
PRPF18,PRPF18,-75.8996353149414,ok,True
PRPF19,PRPF19,-83.100830078125,ok,True
PRPF40A,PRPF40A,-87.34894561767578,ok,True
PRRC2A,PRRC2A,-93.63072204589844,ok,True
PSAT1,PSAT1,-96.36203002929688,ok,True
PSMA1,PSMA1,-47.048397064208984,ok,True
PSMA2,PSMA2,-62.630123138427734,ok,True
PSMA3,PSMA3,-66.21890258789062,ok,True
PSMA4,PSMA4,-75.39264678955078,ok,True
PSMA6,PSMA6,-51.56706237792969,ok,True
PSMA7,PSMA7,-53.010345458984375,ok,True
PSMB1,PSMB1,-72.63655853271484,ok,True
PSMB2,PSMB2,-81.67329406738281,ok,True
PSMB3,PSMB3,-75.95149993896484,ok,True
PSMB4,PSMB4,-52.386356353759766,ok,True
PSMB5,PSMB5,-73.9128646850586,ok,True
PSMB6,PSMB6,-55.30744171142578,ok,True
PSMB7,PSMB7,-59.258731842041016,ok,True
PSMC1,PSMC1,-59.1696662902832,ok,True
PSMC2,PSMC2,-68.47187805175781,ok,True
PSMC3,PSMC3,-73.66240692138672,ok,True
PSMC4,PSMC4,-66.03173828125,ok,True
PSMC6,PSMC6,-43.95705032348633,ok,True
PSMD1,PSMD1,-46.93755340576172,ok,True
PSMD2,PSMD2,-72.27424621582031,ok,True
PSMD3,PSMD3,-60.13298034667969,ok,True
PSMD4,PSMD4,-89.52371215820312,ok,True
PSMD6,PSMD6,-57.611026763916016,ok,True
PSMD7,PSMD7,-62.901947021484375,ok,True
PSMD9,PSMD9,-93.53003692626953,ok,True
PSMD11,PSMD11,-67.26728057861328,ok,True
PSMD12,PSMD12,-54.19662094116211,ok,True
PSMD13,PSMD13,-86.32575225830078,ok,True
PSME1,PSME1,-82.44656372070312,ok,True
PSME2,PSME2,-95.9203109741211,ok,True
PSMG1,PSMG1,-73.43489837646484,ok,True
PSMG2,PSMG2,-85.63835906982422,ok,True
PSMG3,PSMG3,-78.64724731445312,ok,True
PSMG4,PSMG4,-73.99667358398438,ok,True
PSTK,PSTK,-76.08213806152344,ok,True
PTBP1,PTBP1,-70.29876708984375,ok,True
PTCD1,PTCD1,-52.13107681274414,ok,True
PTCD3,PTCD3,-83.5449447631836,ok,True
PTK2,PTK2,-74.3613052368164,ok,True
PTMA,PTMA,-94.12596130371094,ok,True
PTPMT1,PTPMT1,-94.00809478759766,ok,True
PTPN23,PTPN23,-77.6109619140625,ok,True
PUF60,PUF60,-70.70671081542969,ok,True
PWP1,PWP1,-93.1353759765625,ok,True
PWP2,,,target_not_measured,False
PXN,PXN,-82.63460540771484,ok,True
PYROXD1,,,target_not_measured,False
QARS,QARS,-93.2230453491211,ok,True
QRSL1,QRSL1,-92.38754272460938,ok,True
RAB4A,RAB4A,-88.32701873779297,ok,True
RAB6A,RAB6A,-87.60233306884766,ok,True
RAB18,RAB18,-79.52454376220703,ok,True
RABGGTA,RABGGTA,-92.04076385498047,ok,True
RABGGTB,RABGGTB,-92.3236312866211,ok,True
RAC1,RAC1,-81.77082061767578,ok,True
RAC3,RAC3,-96.42020416259766,ok,True
RACGAP1,RACGAP1,-83.11357116699219,ok,True
RAD9A,RAD9A,-94.32393646240234,ok,True
RAD17,RAD17,-87.00308990478516,ok,True
RAD21,RAD21,-65.53589630126953,ok,True
RAD51,RAD51,-83.87433624267578,ok,True
RAD51C,RAD51C,-91.06841278076172,ok,True
RAD51D,RAD51D,-81.33193969726562,ok,True
RAE1,RAE1,-76.1069564819336,ok,True
RAN,RAN,-37.85432434082031,ok,True
RANBP2,RANBP2,-73.39466094970703,ok,True
RANGAP1,RANGAP1,-89.0015640258789,ok,True
RARS,RARS,-86.31658172607422,ok,True
RARS2,RARS2,-93.47957611083984,ok,True
RBBP4,RBBP4,-80.8935317993164,ok,True
RBBP6,RBBP6,-78.60629272460938,ok,True
RBBP8,RBBP8,-92.074951171875,ok,True
RBM4,RBM4,-57.33855438232422,ok,True
RBM8A,RBM8A,-58.83324432373047,ok,True
RBM10,RBM10,-93.06874084472656,ok,True
RBM14,RBM14,-80.6845474243164,ok,True
RBM17,RBM17,-81.0121841430664,ok,True
RBM19,RBM19,-74.95596313476562,ok,True
RBM25,RBM25,-87.39606475830078,ok,True
RBM28,RBM28,-90.43830108642578,ok,True
RBM39,RBM39,-73.25483703613281,ok,True
RBM42,RBM42,-83.19664001464844,ok,True
RBM48,RBM48,-100.0,ok,True
RBMX,RBMX,-82.4146728515625,ok,True
RBMX2,RBMX2,-78.49492645263672,ok,True
RBMXL1,RBMXL1,-93.14871215820312,ok,True
RBX1,RBX1,-79.56159210205078,ok,True
RCC1,RCC1,-56.892730712890625,ok,True
RCL1,RCL1,-90.89696502685547,ok,True
RCOR1,RCOR1,-13.261321067810059,ok,False
REV3L,REV3L,-62.02882385253906,ok,True
REXO2,REXO2,-88.34522247314453,ok,True
RFC1,RFC1,-74.1523208618164,ok,True
RFC2,RFC2,-91.39811706542969,ok,True
RFC3,RFC3,-92.15148162841797,ok,True
RFC4,RFC4,-79.6043472290039,ok,True
RFC5,RFC5,-87.2400894165039,ok,True
RFT1,RFT1,-93.0006103515625,ok,True
RGP1,RGP1,-18.22381019592285,ok,False
RGPD6,,,target_not_measured,False
RHOQ,RHOQ,-73.85064697265625,ok,True
RHPN1,,,target_not_measured,False
RINT1,RINT1,-97.27239990234375,ok,True
RIOK1,RIOK1,-85.21150207519531,ok,True
RIOK2,RIOK2,-89.33726501464844,ok,True
RMI1,RMI1,-89.53341674804688,ok,True
RNASEH2C,RNASEH2C,-90.40300750732422,ok,True
RNF4,RNF4,-58.267269134521484,ok,True
RNF8,RNF8,-94.40032196044922,ok,True
RNF14,RNF14,-86.26933288574219,ok,True
RNF20,RNF20,-89.47006225585938,ok,True
RNF40,RNF40,-87.11275482177734,ok,True
RNF103,,,target_not_measured,False
RNF113A,RNF113A,-80.66656494140625,ok,True
RNF123,RNF123,-88.7640151977539,ok,True
RNF168,RNF168,-50.88418960571289,ok,True
RNGTT,RNGTT,-91.30209350585938,ok,True
RNMT,RNMT,-86.47911071777344,ok,True
RNPC3,RNPC3,-100.0,ok,True
RNPS1,RNPS1,-58.595848083496094,ok,True
ROMO1,ROMO1,-92.82953643798828,ok,True
RPA1,RPA1,-53.75651168823242,ok,True
RPA2,RPA2,-83.50340270996094,ok,True
RPA3,RPA3,-80.25196838378906,ok,True
RPAIN,RPAIN,-88.68418884277344,ok,True
RPAP1,RPAP1,-92.37992858886719,ok,True
RPAP2,RPAP2,-90.03010559082031,ok,True
RPE,RPE,-93.68623352050781,ok,True
RPF1,RPF1,-84.68020629882812,ok,True
RPF2,RPF2,-87.4150619506836,ok,True
RPL3,RPL3,-33.98264694213867,ok,True
RPL4,RPL4,-86.20115661621094,ok,True
RPL5,RPL5,-87.44609832763672,ok,True
RPL6,RPL6,-93.8169174194336,ok,True
RPL7,RPL7,-88.37796783447266,ok,True
RPL7L1,RPL7L1,-86.54808044433594,ok,True
RPL8,RPL8,-85.3301773071289,ok,True
RPL9,RPL9,-83.54436492919922,ok,True
RPL10,RPL10,-84.35635375976562,ok,True
RPL10A,RPL10A,-86.38247680664062,ok,True
RPL11,RPL11,-87.1297836303711,ok,True
RPL12,RPL12,-82.27738189697266,ok,True
RPL13,RPL13,-84.3834228515625,ok,True
RPL13A,RPL13A,-66.00989532470703,ok,True
RPL14,RPL14,-92.71612548828125,ok,True
RPL15,RPL15,-86.52816772460938,ok,True
RPL17,RPL17,-94.10736846923828,ok,True
RPL18,RPL18,-86.58063507080078,ok,True
RPL18A,RPL18A,-83.16731262207031,ok,True
RPL19,RPL19,-92.4276351928711,ok,True
RPL21,RPL21,-85.57141876220703,ok,True
RPL23,RPL23,-92.50621032714844,ok,True
RPL23A,RPL23A,-92.46701049804688,ok,True
RPL24,RPL24,-93.16619110107422,ok,True
RPL26,RPL26,-93.8591079711914,ok,True
RPL26L1,RPL26L1,-95.04115295410156,ok,True
RPL27,RPL27,-96.33860778808594,ok,True
RPL27A,RPL27A,-90.91447448730469,ok,True
RPL28,RPL28,-95.39728546142578,ok,True
RPL29,RPL29,-93.59031677246094,ok,True
RPL30,RPL30,-87.78463745117188,ok,True
RPL31,RPL31,-89.45486450195312,ok,True
RPL32,RPL32,-86.14264678955078,ok,True
RPL34,RPL34,-87.28553771972656,ok,True
RPL35,RPL35,-83.45569610595703,ok,True
RPL35A,RPL35A,-81.9454116821289,ok,True
RPL36,RPL36,-92.8587646484375,ok,True
RPL36A,RPL36A,-92.2375259399414,ok,True
RPL36AL,RPL36AL,-92.32931518554688,ok,True
RPL37,RPL37,-80.69075012207031,ok,True
RPL37A,RPL37A,-85.32643127441406,ok,True
RPL38,RPL38,-91.25932312011719,ok,True
RPL39,RPL39,-90.1874008178711,ok,True
RPL41,RPL41,-95.63848876953125,ok,True
RPLP0,RPLP0,-88.36908721923828,ok,True
RPLP1,RPLP1,-89.82779693603516,ok,True
RPLP2,RPLP2,-89.88368225097656,ok,True
RPN1,RPN1,-84.78540802001953,ok,True
RPN2,RPN2,-86.53540802001953,ok,True
RPP14,RPP14,-86.78582000732422,ok,True
RPP21,RPP21,-96.67164611816406,ok,True
RPP30,RPP30,-95.10665893554688,ok,True
RPP38,RPP38,-78.73099517822266,ok,True
RPP40,RPP40,-100.0,ok,True
RPS2,RPS2,-92.83019256591797,ok,True
RPS3,RPS3,-94.88007354736328,ok,True
RPS3A,RPS3A,-83.38068389892578,ok,True
RPS4X,RPS4X,-95.4752426147461,ok,True
RPS5,RPS5,-92.06685638427734,ok,True
RPS6,RPS6,-94.69381713867188,ok,True
RPS7,RPS7,-90.04944610595703,ok,True
RPS9,RPS9,-88.1731185913086,ok,True
RPS10,RPS10,-84.86653137207031,ok,True
RPS10-NUDT3,,,target_not_measured,False
RPS11,RPS11,-91.4097671508789,ok,True
RPS12,RPS12,-92.0767822265625,ok,True
RPS13,RPS13,-92.88224792480469,ok,True
RPS14,RPS14,-85.63834381103516,ok,True
RPS15A,RPS15A,-88.17066192626953,ok,True
RPS16,RPS16,-90.71106719970703,ok,True
RPS17,RPS17,-76.97811889648438,ok,True
RPS18,RPS18,-94.95884704589844,ok,True
RPS19,RPS19,-93.53707885742188,ok,True
RPS19BP1,RPS19BP1,-95.33959197998047,ok,True
RPS20,RPS20,-77.9152603149414,ok,True
RPS21,RPS21,-81.81829071044922,ok,True
RPS23,RPS23,-91.77320861816406,ok,True
RPS24,RPS24,-93.15396881103516,ok,True
RPS25,RPS25,-76.17074584960938,ok,True
RPS26,RPS26,-92.28772735595703,ok,True
RPS27,RPS27,-90.83523559570312,ok,True
RPS27A,RPS27A,-92.99453735351562,ok,True
RPS28,RPS28,-84.59034729003906,ok,True
RPS29,RPS29,-68.00726318359375,ok,True
RPSA,RPSA,-86.94548034667969,ok,True
RPTOR,RPTOR,-91.25799560546875,ok,True
RPUSD3,RPUSD3,-95.24443817138672,ok,True
RPUSD4,RPUSD4,-85.89478302001953,ok,True
RRM1,RRM1,-57.271522521972656,ok,True
RRM2,RRM2,-32.65642166137695,ok,True
RRN3,RRN3,-91.30961608886719,ok,True
RRP1,RRP1,-89.20044708251953,ok,True
RRP7A,RRP7A,-88.46732330322266,ok,True
RRP9,RRP9,-85.3789291381836,ok,True
RRP12,RRP12,-81.30941009521484,ok,True
RRP15,RRP15,-75.31010437011719,ok,True
RRS1,RRS1,-89.9354248046875,ok,True
RSL1D1,RSL1D1,-69.39337158203125,ok,True
RSL24D1,RSL24D1,-75.32278442382812,ok,True
RSRC2,RSRC2,-79.09075927734375,ok,True
RTCB,RTCB,-91.63272094726562,ok,True
RTEL1,RTEL1,-77.48847198486328,ok,True
RTF1,RTF1,-82.44503784179688,ok,True
RTTN,RTTN,21.940582275390625,ok,False
RUVBL1,RUVBL1,-89.5806884765625,ok,True
SACM1L,SACM1L,-92.4110107421875,ok,True
SAE1,SAE1,-88.26980590820312,ok,True
SAMM50,SAMM50,-92.53992462158203,ok,True
SAP18,SAP18,-85.80873107910156,ok,True
SAP30BP,SAP30BP,-41.212135314941406,ok,True
SAP130,SAP130,-43.1963996887207,ok,True
SARNP,SARNP,-90.35895538330078,ok,True
SARS2,SARS2,-73.28063201904297,ok,True
SART1,SART1,-50.12846755981445,ok,True
SART3,SART3,-89.79432678222656,ok,True
SASS6,SASS6,-83.68197631835938,ok,True
SBDS,SBDS,-84.24383544921875,ok,True
SBNO1,SBNO1,-79.79519653320312,ok,True
SCAF1,SCAF1,-80.92071533203125,ok,True
SCAP,SCAP,-88.38707733154297,ok,True
SCFD1,SCFD1,-65.93968963623047,ok,True
SCNM1,SCNM1,-86.91529846191406,ok,True
SDAD1,SDAD1,-88.64872741699219,ok,True
SDC1,,,target_not_measured,False
SDE2,SDE2,-83.4988784790039,ok,True
SDHA,SDHA,-89.45204162597656,ok,True
SDHAF2,SDHAF2,-73.53582000732422,ok,True
SDHC,SDHC,-91.23345947265625,ok,True
SDHD,SDHD,-62.831207275390625,ok,True
SEC13,SEC13,-79.26921081542969,ok,True
SEC16A,SEC16A,-61.58415222167969,ok,True
SEC61A1,SEC61A1,-59.303627014160156,ok,True
SEC61B,SEC61B,-87.25326538085938,ok,True
SEC61G,SEC61G,-87.80941009521484,ok,True
SEC63,SEC63,-80.43254089355469,ok,True
SEH1L,SEH1L,-97.22039031982422,ok,True
SEM1,SEM1,-92.23941802978516,ok,True
SENP6,SENP6,-86.94853210449219,ok,True
SEPHS2,SEPHS2,-92.1576919555664,ok,True
SEPSECS,SEPSECS,-90.99137878417969,ok,True
SERBP1,SERBP1,-87.05278015136719,ok,True
SETD1A,SETD1A,-49.74946975708008,ok,True
SETD2,SETD2,-77.86784362792969,ok,True
SETDB1,SETDB1,-97.35576629638672,ok,True
SF1,SF1,-61.71474838256836,ok,True
SF3A1,SF3A1,-40.3763542175293,ok,True
SF3A2,SF3A2,-61.891056060791016,ok,True
SF3B1,SF3B1,-43.89617919921875,ok,True
SF3B2,SF3B2,-48.97880172729492,ok,True
SF3B3,SF3B3,-46.915645599365234,ok,True
SF3B4,SF3B4,-45.948036193847656,ok,True
SF3B5,SF3B5,-79.54000854492188,ok,True
SFPQ,SFPQ,-67.24519348144531,ok,True
SFSWAP,SFSWAP,-85.39259338378906,ok,True
SGPP1,,,target_not_measured,False
SHQ1,SHQ1,-80.56736755371094,ok,True
SIGLEC14,,,target_not_measured,False
SIN3A,SIN3A,-27.447547912597656,ok,True
SKA1,SKA1,-100.0,ok,True
SKA3,SKA3,-87.74121856689453,ok,True
SKP1,SKP1,-94.1375732421875,ok,True
SKP2,SKP2,-92.13894653320312,ok,True
SLBP,SLBP,-82.31510162353516,ok,True
SLC1A5,SLC1A5,-76.66767120361328,ok,True
SLC4A5,,,target_not_measured,False
SLC7A5,SLC7A5,-80.24163055419922,ok,True
SLC7A6OS,SLC7A6OS,-87.10659790039062,ok,True
SLC9B1,,,target_not_measured,False
SLC16A5,,,target_not_measured,False
SLC25A3,SLC25A3,-90.01589965820312,ok,True
SLC25A10,SLC25A10,-1.9494624137878418,ok,False
SLC25A26,SLC25A26,2.684248447418213,ok,False
SLC35B1,SLC35B1,-81.1509780883789,ok,True
SLC35G6,,,target_not_measured,False
SLC39A7,SLC39A7,-93.27140045166016,ok,True
SLC39A9,SLC39A9,-79.28302001953125,ok,True
SLC39A10,SLC39A10,-88.31403350830078,ok,True
SLU7,SLU7,-72.28816223144531,ok,True
SMAGP,SMAGP,-72.76163482666016,ok,True
SMARCB1,SMARCB1,-50.97361373901367,ok,True
SMARCE1,SMARCE1,-92.23802185058594,ok,True
SMC1A,SMC1A,-92.36174011230469,ok,True
SMC2,SMC2,-83.16840362548828,ok,True
SMC3,SMC3,-82.7153549194336,ok,True
SMC4,SMC4,-66.33642578125,ok,True
SMC5,SMC5,-88.61829376220703,ok,True
SMC6,SMC6,-91.95722961425781,ok,True
SMG1,SMG1,-44.238460540771484,ok,True
SMG5,SMG5,-96.2289810180664,ok,True
SMG6,SMG6,-83.35330200195312,ok,True
SMN2,,,target_not_measured,False
SMU1,SMU1,-58.62948226928711,ok,True
SMUG1,SMUG1,-96.49588775634766,ok,True
SNAPC1,SNAPC1,-100.0,ok,True
SNAPC2,SNAPC2,-55.81800842285156,ok,True
SNAPC3,SNAPC3,-77.38561248779297,ok,True
SNAPC4,SNAPC4,24.974863052368164,ok,False
SNAPC5,SNAPC5,-70.1142349243164,ok,True
SNF8,SNF8,-93.11018371582031,ok,True
SNIP1,SNIP1,-90.81581115722656,ok,True
SNRNP25,SNRNP25,-92.27233123779297,ok,True
SNRNP27,SNRNP27,-86.50131225585938,ok,True
SNRNP35,SNRNP35,-87.44448852539062,ok,True
SNRNP40,SNRNP40,-93.17748260498047,ok,True
SNRNP48,SNRNP48,-89.2421646118164,ok,True
SNRNP70,SNRNP70,-75.9216537475586,ok,True
SNRNP200,SNRNP200,-68.46755981445312,ok,True
SNRPA1,SNRPA1,-60.83425521850586,ok,True
SNRPB,SNRPB,-53.12480545043945,ok,True
SNRPC,SNRPC,-87.07471466064453,ok,True
SNRPD1,SNRPD1,-84.67440032958984,ok,True
SNRPD3,SNRPD3,-65.15067291259766,ok,True
SNRPE,SNRPE,-78.45781707763672,ok,True
SNRPF,SNRPF,-80.59779357910156,ok,True
SNRPG,SNRPG,-84.5509262084961,ok,True
SNUPN,SNUPN,-88.30521392822266,ok,True
SNW1,SNW1,-37.71600341796875,ok,True
SNX15,SNX15,-31.821014404296875,ok,True
SOD1,SOD1,-96.34741973876953,ok,True
SOD2,SOD2,-89.74254608154297,ok,True
SON,SON,-57.58174133300781,ok,True
SP2,SP2,-83.54023742675781,ok,True
SPATA5,SPATA5,-67.14701843261719,ok,True
SPATA5L1,SPATA5L1,-92.45610809326172,ok,True
SPC24,SPC24,-95.33399963378906,ok,True
SPC25,SPC25,-88.06340789794922,ok,True
SPCS2,SPCS2,-93.0992431640625,ok,True
SPCS3,SPCS3,-77.2092514038086,ok,True
SPDL1,SPDL1,-82.89082336425781,ok,True
SPDYE2,,,target_not_measured,False
SPRTN,SPRTN,-77.3113021850586,ok,True
SPTSSA,SPTSSA,-93.32353210449219,ok,True
SRBD1,SRBD1,-84.04148864746094,ok,True
SRCAP,SRCAP,-23.5561466217041,ok,False
SRF,SRF,-81.22901916503906,ok,True
SRFBP1,SRFBP1,-93.76605224609375,ok,True
SRP9,SRP9,-92.66429138183594,ok,True
SRP14,SRP14,-89.91238403320312,ok,True
SRP19,SRP19,-89.17365264892578,ok,True
SRP54,SRP54,-93.52937316894531,ok,True
SRP68,SRP68,-90.17699432373047,ok,True
SRP72,SRP72,-93.7999038696289,ok,True
SRPRB,SRPRB,-90.51041412353516,ok,True
SRRM1,SRRM1,-84.05094146728516,ok,True
SRRM2,SRRM2,-83.15699768066406,ok,True
SRRT,SRRT,-85.1798095703125,ok,True
SRSF1,SRSF1,-83.94727325439453,ok,True
SRSF2,SRSF2,-62.361785888671875,ok,True
SRSF6,SRSF6,-85.5526123046875,ok,True
SRSF7,SRSF7,-89.13296508789062,ok,True
SRSF10,SRSF10,-92.94883728027344,ok,True
SRSF11,SRSF11,-34.459800720214844,ok,True
SS18L2,SS18L2,-94.44844055175781,ok,True
SSBP1,SSBP1,-92.8577880859375,ok,True
SSBP3,SSBP3,-32.295963287353516,ok,True
SSRP1,SSRP1,-87.1013412475586,ok,True
SSU72,SSU72,-78.71112060546875,ok,True
SSX4,,,target_not_measured,False
STARD7,STARD7,-90.15679931640625,ok,True
STAT5A,STAT5A,-79.0432357788086,ok,True
STIL,STIL,-75.52276611328125,ok,True
STRAP,STRAP,-93.11636352539062,ok,True
STRIP1,STRIP1,-89.10767364501953,ok,True
STX5,STX5,-78.551025390625,ok,True
STX18,STX18,-70.45795440673828,ok,True
SUGP1,SUGP1,-92.4638900756836,ok,True
SUGT1,SUGT1,-93.93032836914062,ok,True
SUMO2,SUMO2,-76.8332290649414,ok,True
SUPT4H1,SUPT4H1,-77.38507843017578,ok,True
SUPT5H,SUPT5H,-86.66275024414062,ok,True
SUPT6H,SUPT6H,-83.74188995361328,ok,True
SUPT16H,SUPT16H,-93.18844604492188,ok,True
SUPV3L1,SUPV3L1,-86.0008773803711,ok,True
SURF6,SURF6,-88.14429473876953,ok,True
SYF2,SYF2,-86.6298828125,ok,True
SYMPK,SYMPK,-81.05733489990234,ok,True
SYS1,SYS1,-93.56932067871094,ok,True
TACC3,TACC3,-38.03403854370117,ok,True
TADA2A,TADA2A,-78.1908187866211,ok,True
TADA3,TADA3,-93.52879333496094,ok,True
TAF1,TAF1,-83.40442657470703,ok,True
TAF1B,TAF1B,-91.71198272705078,ok,True
TAF1C,TAF1C,-62.64131164550781,ok,True
TAF1D,TAF1D,-78.87567138671875,ok,True
TAF2,TAF2,-86.9019546508789,ok,True
TAF5,TAF5,-90.31105041503906,ok,True
TAF6,TAF6,-95.94164276123047,ok,True
TAF7,TAF7,-90.92391204833984,ok,True
TAF8,TAF8,-79.71778106689453,ok,True
TAF10,TAF10,-97.54795837402344,ok,True
TAF12,TAF12,-95.55293273925781,ok,True
TAMM41,TAMM41,-95.16136169433594,ok,True
TANGO6,,,target_not_measured,False
TARDBP,TARDBP,-87.08186340332031,ok,True
TARS,TARS,-91.04496002197266,ok,True
TARS2,TARS2,-80.2711410522461,ok,True
TBC1D3,,,target_not_measured,False
TBC1D28,,,target_not_measured,False
TBCA,TBCA,-95.67121887207031,ok,True
TBCB,TBCB,-92.53146362304688,ok,True
TBCC,TBCC,-65.36127471923828,ok,True
TBCE,TBCE_ENSG00000285053,-3.714179515838623,ok,False
TBL3,TBL3,-89.26982116699219,ok,True
TBP,TBP,-81.55113983154297,ok,True
TCERG1,TCERG1,-91.645263671875,ok,True
TCOF1,TCOF1,-91.8592758178711,ok,True
TCP1,TCP1,-92.42317199707031,ok,True
TDGF1,,,target_not_measured,False
TEAD3,,,target_not_measured,False
TEFM,TEFM,-82.52874755859375,ok,True
TELO2,TELO2,-96.95980072021484,ok,True
TEN1,TEN1,-72.28595733642578,ok,True
TERF1,TERF1,-75.45208740234375,ok,True
TERF2,TERF2,-88.69367218017578,ok,True
TEX10,TEX10,-91.1689453125,ok,True
TFAM,TFAM,-96.81053924560547,ok,True
TFB2M,TFB2M,-58.43901443481445,ok,True
TFDP1,TFDP1,-92.01070404052734,ok,True
TFIP11,TFIP11,-88.6651840209961,ok,True
TFRC,TFRC,-67.48854064941406,ok,True
TGS1,TGS1,-89.10919952392578,ok,True
THAP1,THAP1,-93.29017639160156,ok,True
THAP11,THAP11,-89.44062042236328,ok,True
THG1L,THG1L,-100.0,ok,True
THOC1,THOC1,-74.34730529785156,ok,True
THOC2,THOC2,-86.90394592285156,ok,True
THOC3,THOC3,-88.911865234375,ok,True
